# Experiment File Name : card ARV7 _1 01.01.22.sds;;;;;;;;;
# Created By :giulia.salva@gmail.com;;;;;;;;;
# Last Modified Date : 2022-02-10 09:46:08 AM;;;;;;;;;
# Instrument Type : 7900HT Real-Time PCR System;;;;;;;;;
;;;;;;;;;
Experiment Name;Barcode;Well;Target Name;Sample Name;Rn;dRn;Omit;Cycle Number;Passive Ref
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.445;-0.003;false;18.0;4711.79
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.449;0.002;false;19.0;4.657.918
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.44;-0.005;false;20.0;4.721.384
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.442;-0.002;false;21.0;4.711.313
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.439;-0.004;false;22.0;4.715.194
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.435;-0.005;false;23.0;4.773.867
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.442;0.003;false;24.0;4.719.485
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.446;0.008;false;25.0;4.770.373
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.449;0.013;false;26.0;4.767.043
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.459;0.025;false;27.0;4.772.517
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.47;0.038;false;28.0;4.794.266
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.482;0.052;false;29.0;4.782.389
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.502;0.073;false;30.0;4.760.042
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.523;0.095;false;31.0;4.779.955
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.54;0.114;false;32.0;4.801.554
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.565;0.14;false;33.0;4.784.911
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.589;0.166;false;34.0;4.839.544
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.611;0.19;false;35.0;4.810.206
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.634;0.214;false;36.0;4.788.815
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.662;0.243;false;37.0;4.776.249
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.679;0.262;false;38.0;4.779.813
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.706;0.291;false;39.0;4.822.465
card ARV7 _1 01.01.22.sds;;H20;-478323_mir;105;1.729;0.315;false;40.0;4.839.591
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.821;0.0;false;1.0;4.637.688
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.821;0.005;false;2.0;4.663.308
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.819;0.006;false;3.0;4.659.231
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.81;0.002;false;4.0;4672.19
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.808;0.004;false;5.0;4.684.755
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.807;0.006;false;6.0;4.711.244
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.798;0.002;false;7.0;4.722.937
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.794;0.002;false;8.0;4.751.597
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.784;-0.005;false;9.0;4.727.462
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.781;-0.003;false;10.0;4.760.229
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.773;-0.007;false;11.0;4.787.649
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.769;-0.007;false;12.0;4.785.921
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.764;-0.008;false;13.0;4.820.021
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.762;-0.006;false;14.0;4.794.432
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.76;-0.004;false;15.0;4.881.735
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.758;-0.001;false;16.0;4880.62
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.754;-0.002;false;17.0;4.886.573
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.754;0.002;false;18.0;4.902.097
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.749;0.002;false;19.0;4.905.772
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.751;0.007;false;20.0;4.942.399
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.749;0.009;false;21.0;4.936.689
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.752;0.017;false;22.0;4.943.854
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.752;0.021;false;23.0;4.955.607
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.756;0.029;false;24.0;4.969.847
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.763;0.04;false;25.0;4.968.488
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.769;0.05;false;26.0;4.998.464
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.776;0.061;false;27.0;4.996.422
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.787;0.077;false;28.0;5.006.663
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.794;0.087;false;29.0;4.984.197
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.8;0.098;false;30.0;4997.75
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.807;0.108;false;31.0;5.024.973
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.814;0.12;false;32.0;5.037.313
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.818;0.128;false;33.0;5.051.808
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.825;0.139;false;34.0;5.064.694
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.824;0.142;false;35.0;5.031.807
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.83;0.153;false;36.0;5030.08
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.831;0.157;false;37.0;5.048.209
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.837;0.167;false;38.0;5.082.259
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.842;0.176;false;39.0;5.039.271
card ARV7 _1 01.01.22.sds;;H21;-478074_mir;105;0.84;0.178;false;40.0;5.067.602
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.627;0.005;false;1.0;4.663.307
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.638;0.004;false;2.0;4.758.416
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.657;0.011;false;3.0;4.727.949
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.688;0.03;false;4.0;4.760.118
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.68;0.01;false;5.0;4.797.362
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.698;0.017;false;6.0;4.845.817
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.712;0.019;false;7.0;4.778.605
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.718;0.013;false;8.0;4.796.747
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.728;0.012;false;9.0;4790.19
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.732;0.003;false;10.0;4.824.451
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.749;0.009;false;11.0;4.826.936
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.755;0.003;false;12.0;4.897.156
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.758;-0.006;false;13.0;4.877.787
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.759;-0.017;false;14.0;4.900.459
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.774;-0.013;false;15.0;4886.35
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.792;-0.008;false;16.0;4.892.528
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.803;-0.009;false;17.0;4.905.461
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.82;-0.003;false;18.0;4.896.395
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.821;-0.014;false;19.0;4.952.972
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.826;-0.021;false;20.0;4.948.783
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.844;-0.015;false;21.0;5.018.648
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.855;-0.016;false;22.0;5.033.364
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.866;-0.016;false;23.0;5.063.059
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.883;-0.011;false;24.0;5.050.366
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.897;-0.009;false;25.0;5.006.373
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.906;-0.011;false;26.0;5.033.474
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.912;-0.018;false;27.0;5.090.188
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.923;-0.018;false;28.0;5.078.337
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.941;-0.012;false;29.0;5.058.296
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.942;-0.023;false;30.0;5.121.705
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.954;-0.022;false;31.0;5129.01
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;3.971;-0.017;false;32.0;5.110.847
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;4.002;0.002;false;33.0;5093.5
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;4.012;0.0;false;34.0;5092.57
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;4.029;0.005;false;35.0;5.092.818
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;4.047;0.011;false;36.0;5.149.596
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;4.081;0.033;false;37.0;5.150.127
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;4.103;0.043;false;38.0;5.129.582
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;4.132;0.061;false;39.0;5110.8
card ARV7 _1 01.01.22.sds;;H22;-478350_mir;105;4.155;0.072;false;40.0;5.112.086
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.181;-0.002;false;1.0;5.038.596
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.177;0.0;false;2.0;5055.18
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.169;-0.002;false;3.0;5.013.867
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.168;0.004;false;4.0;5.040.254
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.161;0.003;false;5.0;5.047.707
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.156;0.004;false;6.0;5061.98
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.152;0.007;false;7.0;5.077.973
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.142;0.002;false;8.0;5.105.181
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.135;0.002;false;9.0;5.119.015
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.126;-0.001;false;10.0;5.130.259
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.12;0.0;false;11.0;5150.41
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.111;-0.004;false;12.0;5.159.922
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.101;-0.007;false;13.0;5.202.029
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.096;-0.005;false;14.0;5.218.125
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.09;-0.006;false;15.0;5.246.871
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.082;-0.007;false;16.0;5.235.372
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.075;-0.008;false;17.0;5.267.527
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.072;-0.004;false;18.0;5.306.243
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.07;-0.001;false;19.0;5.267.837
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.065;0.001;false;20.0;5.292.334
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.061;0.003;false;21.0;5.318.624
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.058;0.007;false;22.0;5.313.093
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.058;0.012;false;23.0;5.354.406
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.057;0.018;false;24.0;5.347.666
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.06;0.027;false;25.0;5.392.354
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.066;0.04;false;26.0;5.384.042
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.079;0.059;false;27.0;5.410.562
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.1;0.086;false;28.0;5.363.218
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.128;0.12;false;29.0;5.391.787
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.169;0.167;false;30.0;5.410.993
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.218;0.223;false;31.0;5.397.532
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.283;0.294;false;32.0;5.404.987
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.365;0.382;false;33.0;5.421.897
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.446;0.47;false;34.0;5.445.836
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.538;0.568;false;35.0;5.474.511
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.63;0.666;false;36.0;5.439.873
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.724;0.767;false;37.0;5.442.384
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.82;0.868;false;38.0;5.433.124
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.908;0.963;false;39.0;5.501.502
card ARV7 _1 01.01.22.sds;;H23;-477952_mir;105;1.992;1.053;false;40.0;5.490.967
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;2.06;0.036;false;1.0;4746.92
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;2.06;0.041;false;2.0;4.767.107
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;2.061;0.046;false;3.0;4.777.989
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;2.054;0.043;false;4.0;4.800.409
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;2.048;0.042;false;5.0;4.805.666
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;2.04;0.038;false;6.0;4.798.846
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;2.033;0.036;false;7.0;4.833.182
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;2.015;0.022;false;8.0;4.847.603
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;2.003;0.014;false;9.0;4.817.433
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.991;0.006;false;10.0;4.855.264
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.974;-0.006;false;11.0;4.890.471
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.958;-0.018;false;12.0;4.891.966
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.954;-0.017;false;13.0;4.881.839
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.943;-0.023;false;14.0;4.943.205
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.931;-0.031;false;15.0;4.973.882
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.928;-0.03;false;16.0;4.985.645
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.925;-0.029;false;17.0;5.009.865
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.918;-0.031;false;18.0;4.982.128
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.915;-0.029;false;19.0;4.992.576
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.909;-0.031;false;20.0;4.981.149
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.904;-0.031;false;21.0;5.031.313
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.896;-0.036;false;22.0;5051.28
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.893;-0.035;false;23.0;5.034.687
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.894;-0.028;false;24.0;5.066.742
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.895;-0.024;false;25.0;5.013.029
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.897;-0.017;false;26.0;5.080.915
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.892;-0.018;false;27.0;5.121.459
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.893;-0.013;false;28.0;5.129.811
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.888;-0.013;false;29.0;5.108.225
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.893;-0.003;false;30.0;5.124.896
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.893;0.001;false;31.0;5.133.231
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.891;0.004;false;32.0;5.173.096
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.901;0.018;false;33.0;5.162.903
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.896;0.017;false;34.0;5158.39
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.902;0.027;false;35.0;5.097.271
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.9;0.03;false;36.0;5.154.578
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.9;0.034;false;37.0;5.165.771
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.9;0.039;false;38.0;5.155.131
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.902;0.045;false;39.0;5.122.032
card ARV7 _1 01.01.22.sds;;H24;-478411_mir;105;1.906;0.054;false;40.0;5.149.982
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;2.935;-0.001;false;1.0;2.774.667
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;2.95;0.003;false;2.0;2.768.157
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;2.977;0.018;false;3.0;2.811.771
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;2.962;-0.008;false;4.0;2.843.519
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;2.98;-0.002;false;5.0;2.893.292
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;2.993;0.0;false;6.0;2.854.632
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.015;0.01;false;7.0;2.837.266
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.008;-0.009;false;8.0;2.914.124
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.036;0.008;false;9.0;2.859.573
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.035;-0.004;false;10.0;2.939.467
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.042;-0.009;false;11.0;2.953.945
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.057;-0.006;false;12.0;2.921.495
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.074;0.0;false;13.0;2.910.457
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.084;-0.002;false;14.0;2.935.618
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.107;0.01;false;15.0;2.947.969
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.087;-0.022;false;16.0;3027.61
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.129;0.009;false;17.0;2.939.536
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.126;-0.005;false;18.0;2970.01
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.145;0.002;false;19.0;2.991.965
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.155;0.001;false;20.0;2.982.896
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.171;0.005;false;21.0;2.951.524
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.163;-0.015;false;22.0;3.067.007
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.177;-0.012;false;23.0;3.034.464
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.228;0.028;false;24.0;3.024.697
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.218;0.007;false;25.0;3.016.197
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.22;-0.004;false;26.0;3129.18
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.235;0.0;false;27.0;3.079.635
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.264;0.018;false;28.0;3.123.786
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.297;0.04;false;29.0;3.081.964
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.308;0.039;false;30.0;3.099.521
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.353;0.072;false;31.0;3.105.773
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.37;0.078;false;32.0;3.178.076
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.424;0.12;false;33.0;3.120.216
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.42;0.105;false;34.0;3.135.916
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.457;0.131;false;35.0;3.113.339
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.462;0.124;false;36.0;3153.66
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.495;0.145;false;37.0;3.159.405
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.527;0.166;false;38.0;3115.6
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.531;0.159;false;39.0;3.138.099
card ARV7 _1 01.01.22.sds;;I1;-478577_mir;107;3.553;0.169;false;40.0;3.120.111
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.591;-0.008;false;1.0;2.875.082
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.598;0.0;false;2.0;2.850.838
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.591;-0.007;false;3.0;2.864.076
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.595;-0.002;false;4.0;2.897.134
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.6;0.003;false;5.0;2.924.445
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.601;0.005;false;6.0;2.931.856
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.596;0.0;false;7.0;2.926.301
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.593;-0.002;false;8.0;2.947.422
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.589;-0.006;false;9.0;2.945.222
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.595;0.001;false;10.0;2.963.795
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.599;0.005;false;11.0;2.976.732
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.585;-0.008;false;12.0;2.967.549
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.598;0.005;false;13.0;2.984.802
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.605;0.014;false;14.0;2.928.561
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.592;0.0;false;15.0;2.985.955
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.589;-0.002;false;16.0;3.038.059
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.593;0.002;false;17.0;3.012.776
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.59;0.001;false;18.0;3.006.277
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.585;-0.004;false;19.0;2.991.746
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.587;-0.002;false;20.0;3.063.538
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.586;-0.002;false;21.0;3.073.409
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.585;-0.003;false;22.0;3099.07
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.588;0.001;false;23.0;3.098.672
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.604;0.018;false;24.0;3.119.103
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.618;0.032;false;25.0;3099.39
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.652;0.067;false;26.0;3.119.865
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.705;0.121;false;27.0;3110.99
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.797;0.212;false;28.0;3.185.777
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;1.951;0.367;false;29.0;3156.42
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;2.177;0.594;false;30.0;3.111.551
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;2.48;0.898;false;31.0;3.100.206
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;2.848;1.266;false;32.0;3.120.802
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;3.259;1.677;false;33.0;3.144.782
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;3.66;2.079;false;34.0;3138.13
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;4.052;2.472;false;35.0;3133.32
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;4.383;2.803;false;36.0;3.172.817
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;4.722;3.143;false;37.0;3.136.472
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;5.008;3.429;false;38.0;3.138.845
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;5.197;3.618;false;39.0;3.167.545
card ARV7 _1 01.01.22.sds;;I2;-477973_mir;107;5.4;3.822;false;40.0;3.130.784
card ARV7 _1 01.01.22.sds;;I3;-477975_mir;107;1.04;0.009;false;1.0;2.741.459
card ARV7 _1 01.01.22.sds;;I3;-477975_mir;107;1.037;0.007;false;2.0;2.740.107
card ARV7 _1 01.01.22.sds;;I3;-477975_mir;107;1.035;0.007;false;3.0;2.734.551
card ARV7 _1 01.01.22.sds;;I3;-477975_mir;107;1.029;0.003;false;4.0;2.753.352
card ARV7 _1 01.01.22.sds;;I3;-477975_mir;107;1.018;-0.006;false;5.0;2.810.305
card ARV7 _1 01.01.22.sds;;I3;-477975_mir;107;1.02;-0.003;false;6.0;2.791.271
